"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","0","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password =  }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)",""
"passed","Sun Sep 21 12:37:44 GMT 2025","Sun Sep 21 12:37:46 GMT 2025","1684","","","","RepositoriesTests.RepositoriesTests.PlayerProfileRepositoryUnitTests","RepositoriesTests.RepositoriesTests.PlayerProfileRepositoryUnitTests.UpdatePlayerProfile_Success","RepositoriesTests.RepositoriesTests.PlayerProfileRepositoryUnitTests.UpdatePlayerProfile_Success",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","3","","","","ServicesUnitTests.ServiceTests.CompetitionServiceTests","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTest_GetCompetition","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTest_GetCompetition",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","4","","","","ServicesUnitTests.ServiceTests.CompetitionLevelServiceTests","ServicesUnitTests.ServiceTests.CompetitionLevelServiceTests.UpdateCompetitionLevelData_CallsRepositoryWithParameters","ServicesUnitTests.ServiceTests.CompetitionLevelServiceTests.UpdateCompetitionLevelData_CallsRepositoryWithParameters",""
"passed","Sun Sep 21 12:37:13 GMT 2025","Sun Sep 21 12:37:16 GMT 2025","3097","","","","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetPlayerParticipations(dt: DataLimiter { PartitionIndex = 0, Partition = 0, HasNoLimit = True, FirstIndex = 0, LastIndex = 0 }, bindPlayer: False, bindCompetition: False)","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetPlayerParticipations(DataLimiter dt, Boolean bindPlayer, Boolean bindCompetition)",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","2","","","","ServicesUnitTests.ValidatorTests.PasswordConstraintTests","ServicesUnitTests.ValidatorTests.PasswordConstraintTests.LengthPasswordTest(password: ""12344919293921391293"", isValid: True)","ServicesUnitTests.ValidatorTests.PasswordConstraintTests.LengthPasswordTest(String password, Boolean isValid)",""
"passed","Sun Sep 21 12:40:31 GMT 2025","Sun Sep 21 12:40:31 GMT 2025","83","","","","IntegrationalTests.CompetitionIntegrationTests","IntegrationalTests.CompetitionIntegrationTests.CompetitionFetchPage","IntegrationalTests.CompetitionIntegrationTests.CompetitionFetchPage",""
"passed","Sun Sep 21 12:37:04 GMT 2025","Sun Sep 21 12:37:07 GMT 2025","3075","","","","RepositoriesTests.RepositoriesTests.CompetitionRewardRepositoryTests","RepositoriesTests.RepositoriesTests.CompetitionRewardRepositoryTests.GetCompetitionRewards_Success(idx: 1)","RepositoriesTests.RepositoriesTests.CompetitionRewardRepositoryTests.GetCompetitionRewards_Success(Int32 idx)",""
"passed","Sun Sep 21 12:36:21 GMT 2025","Sun Sep 21 12:36:25 GMT 2025","4112","","","","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetParticipation(bindPlayer: True, bindCompetition: False)","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetParticipation(Boolean bindPlayer, Boolean bindCompetition)",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","6","","","","ServicesUnitTests.ServiceTests.PlayerRewardServiceTests","ServicesUnitTests.ServiceTests.PlayerRewardServiceTests.PlayerRewardServiceTest_GrantRewardToPlayer_Failure","ServicesUnitTests.ServiceTests.PlayerRewardServiceTests.PlayerRewardServiceTest_GrantRewardToPlayer_Failure",""
"passed","Sun Sep 21 12:35:22 GMT 2025","Sun Sep 21 12:35:22 GMT 2025","2","","","","ServicesUnitTests.ServiceTests.PlayerParticipationServiceTests","ServicesUnitTests.ServiceTests.PlayerParticipationServiceTests.PlayerParticipationServiceTests_SubmitParticipation_CREATE","ServicesUnitTests.ServiceTests.PlayerParticipationServiceTests.PlayerParticipationServiceTests_SubmitParticipation_CREATE",""
"passed","Sun Sep 21 12:37:19 GMT 2025","Sun Sep 21 12:37:22 GMT 2025","2798","","","","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetPlayerParticipations(dt: DataLimiter { PartitionIndex = 0, Partition = 0, HasNoLimit = True, FirstIndex = 0, LastIndex = 0 }, bindPlayer: False, bindCompetition: True)","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetPlayerParticipations(DataLimiter dt, Boolean bindPlayer, Boolean bindCompetition)",""
"passed","Sun Sep 21 12:36:28 GMT 2025","Sun Sep 21 12:36:32 GMT 2025","3912","","","","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.SetRewardIcon_Failure","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.SetRewardIcon_Failure",""
"passed","Sun Sep 21 12:36:40 GMT 2025","Sun Sep 21 12:36:43 GMT 2025","3670","","","","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.GetRewardIcon_Empty","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.GetRewardIcon_Empty",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","28","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckPlayerProfile(comp: PlayerProfile { Description = ""****************"", Id = 0, Name = ""****"" }, expected: True)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckPlayerProfile(PlayerProfile comp, Boolean expected)",""
"passed","Sun Sep 21 12:37:50 GMT 2025","Sun Sep 21 12:37:52 GMT 2025","1567","","","","RepositoriesTests.RepositoriesTests.PlayerRewardRepositoryBasicTests","RepositoriesTests.RepositoriesTests.PlayerRewardRepositoryBasicTests.AddReward_Failure","RepositoriesTests.RepositoriesTests.PlayerRewardRepositoryBasicTests.AddReward_Failure",""
"passed","Sun Sep 21 12:38:18 GMT 2025","Sun Sep 21 12:38:19 GMT 2025","1488","","","","RepositoriesTests.RepositoriesTests.CompetitionRepositoryUnitTests","RepositoriesTests.RepositoriesTests.CompetitionRepositoryUnitTests.GetAllCompetitions_Basic(dt: DataLimiter { PartitionIndex = 1, Partition = 1, HasNoLimit = False, FirstIndex = 1, LastIndex = 2 })","RepositoriesTests.RepositoriesTests.CompetitionRepositoryUnitTests.GetAllCompetitions_Basic(DataLimiter dt)",""
"passed","Sun Sep 21 12:36:36 GMT 2025","Sun Sep 21 12:36:40 GMT 2025","3924","","","","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.CreateRewardDescription_Success","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.CreateRewardDescription_Success",""
"passed","Sun Sep 21 12:37:26 GMT 2025","Sun Sep 21 12:37:29 GMT 2025","2690","","","","RepositoriesTests.RepositoriesTests.CompetitionLevelRepositoryTests","RepositoriesTests.RepositoriesTests.CompetitionLevelRepositoryTests.DeleteCompetitionLevelData(idx: 1)","RepositoriesTests.RepositoriesTests.CompetitionLevelRepositoryTests.DeleteCompetitionLevelData(Int32 idx)",""
"passed","Sun Sep 21 12:36:58 GMT 2025","Sun Sep 21 12:37:02 GMT 2025","3098","","","","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests.GrantRewardsWithoutParticipants","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests.GrantRewardsWithoutParticipants",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","0","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 12345678 }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","7","","","","ServicesUnitTests.ServiceTests.CompetitionServiceTests","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTest_UpdateCompetition_OK2","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTest_UpdateCompetition_OK2",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","1","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password =  }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","1","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccount(comp: Account { Email = """", Id = null, Login = ""*****************"" }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccount(Account comp, Boolean expected)",""
"passed","Sun Sep 21 12:36:42 GMT 2025","Sun Sep 21 12:36:46 GMT 2025","3893","","","","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests.GrantRewardsByRank(minRank: 0.5, maxRank: 1)","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests.GrantRewardsByRank(Single minRank, Single maxRank)",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","3","","","","ServicesUnitTests.ServiceTests.CompetitionLevelServiceTests","ServicesUnitTests.ServiceTests.CompetitionLevelServiceTests.GetCompetitionLevel_WithoutOptionalParameters_UsesNulls","ServicesUnitTests.ServiceTests.CompetitionLevelServiceTests.GetCompetitionLevel_WithoutOptionalParameters_UsesNulls",""
"passed","Sun Sep 21 12:36:28 GMT 2025","Sun Sep 21 12:36:33 GMT 2025","5210","","","","RepositoriesTests.RepositoriesTests.AccountRepositoryUnitTests","RepositoriesTests.RepositoriesTests.AccountRepositoryUnitTests.GetAccount_Erroneous_Id","RepositoriesTests.RepositoriesTests.AccountRepositoryUnitTests.GetAccount_Erroneous_Id",""
"passed","Sun Sep 21 12:36:32 GMT 2025","Sun Sep 21 12:36:36 GMT 2025","3409","","","","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.UpdateRewardDescription_Failure","RepositoriesTests.RepositoriesTests.RewardDescriptionRepositoryTests.UpdateRewardDescription_Failure",""
"passed","Sun Sep 21 12:37:58 GMT 2025","Sun Sep 21 12:38:00 GMT 2025","1545","","","","RepositoriesTests.RepositoriesTests.PlayerRewardRepositoryBasicTests","RepositoriesTests.RepositoriesTests.PlayerRewardRepositoryBasicTests.GetPlayerRewards_Success(dt: DataLimiter { PartitionIndex = 2, Partition = 1, HasNoLimit = False, FirstIndex = 2, LastIndex = 3 })","RepositoriesTests.RepositoriesTests.PlayerRewardRepositoryBasicTests.GetPlayerRewards_Success(DataLimiter dt)",""
"passed","Sun Sep 21 12:36:33 GMT 2025","Sun Sep 21 12:36:37 GMT 2025","3606","","","","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetParticipation(bindPlayer: True, bindCompetition: True)","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetParticipation(Boolean bindPlayer, Boolean bindCompetition)",""
"passed","Sun Sep 21 12:35:21 GMT 2025","Sun Sep 21 12:35:21 GMT 2025","2","","","","ServicesUnitTests.ServiceTests.CompetitionRewardSchedulerTests","ServicesUnitTests.ServiceTests.CompetitionRewardSchedulerTests.CompetitionRewardSchedulerTests_OnRecievedMessage_Skip","ServicesUnitTests.ServiceTests.CompetitionRewardSchedulerTests.CompetitionRewardSchedulerTests_OnRecievedMessage_Skip",""
