"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password =  }, expected: False)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 1234 }, expected: False)"
"","48","ServicesUnitTests.ValidatorTests.CompetitionValidatorTests.CheckOK(Competition comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.CompetitionValidatorTests","ServicesUnitTests.ValidatorTests.CompetitionValidatorTests.CheckOK(comp: Competition { Description = ""**********"", EndDate = 2025-01-01T01:10:01.0000000, Id = null, Name = ""Abob"", StartDate = 2025-01-01T01:01:01.0000000 }, expected: True)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 1234 }, expected: False)"
"","4","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsGetAllRewardDescriptions","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsGetAllRewardDescriptions"
"","1","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccount(Account comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccount(comp: Account { Email = null, Id = null, Login = ""amog"" }, expected: True)"
"","1","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 1234 }, expected: False)"
"","6","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsSetRewardIcon","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsSetRewardIcon"
"","2","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckPlayerProfile(PlayerProfile comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckPlayerProfile(comp: PlayerProfile { Description = ""****************"", Id = 0, Name = ""***"" }, expected: False)"
"","1","ServicesUnitTests.ValidatorTests.PasswordConstraintTests.LengthPasswordTest(String password, Boolean isValid)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PasswordConstraintTests","ServicesUnitTests.ValidatorTests.PasswordConstraintTests.LengthPasswordTest(password: ""12344919293921391293"", isValid: True)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 1234 }, expected: False)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccount(Account comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccount(comp: Account { Email = """", Id = null, Login = ""*****************"" }, expected: False)"
"","66","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsGetRewardIcon","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsGetRewardIcon"
"","1","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 1234 }, expected: False)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckPlayerProfile(PlayerProfile comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckPlayerProfile(comp: PlayerProfile { Description = ""****************"", Id = 0, Name = ""****************"" }, expected: True)"
"","4","ServicesUnitTests.ServiceTests.PlayerParticipationServiceTests.PlayerParticipationServiceTestsDeleteParticipation","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.PlayerParticipationServiceTests","ServicesUnitTests.ServiceTests.PlayerParticipationServiceTests.PlayerParticipationServiceTestsDeleteParticipation"
"","2","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTestGetCompetition","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.CompetitionServiceTests","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTestGetCompetition"
"","8","ServicesUnitTests.ServiceTests.PlayerProfileServiceTests.PlayerProfileServiceUpdatePlayerProfile","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.PlayerProfileServiceTests","ServicesUnitTests.ServiceTests.PlayerProfileServiceTests.PlayerProfileServiceUpdatePlayerProfile"
"","4","ServicesUnitTests.ServiceTests.AuthServiceTests.AuthServiceLogInBadPassword","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.AuthServiceTests","ServicesUnitTests.ServiceTests.AuthServiceTests.AuthServiceLogInBadPassword"
"","1","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 123a5678 }, expected: True)"
"","3","ServicesUnitTests.ServiceTests.AuthServiceTests.AuthServiceLogInSuccess","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.AuthServiceTests","ServicesUnitTests.ServiceTests.AuthServiceTests.AuthServiceLogInSuccess"
"","4","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsUpdateRewardDescriptionOk","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests","ServicesUnitTests.ServiceTests.RewardDescriptionServiceTests.RewardDescriptionServiceTestsUpdateRewardDescriptionOk"
"","1","ServicesUnitTests.ValidatorTests.PasswordConstraintTests.LettersPasswordTest(String password, Boolean isValid)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PasswordConstraintTests","ServicesUnitTests.ValidatorTests.PasswordConstraintTests.LettersPasswordTest(password: ""12344919293921391293"", isValid: False)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 123456a }, expected: False)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 123456a }, expected: False)"
"","0","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password =  }, expected: False)"
"","0","ServicesUnitTests.ValidatorTests.CompetitionValidatorTests.CheckOK(Competition comp, Boolean expected)","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ValidatorTests.CompetitionValidatorTests","ServicesUnitTests.ValidatorTests.CompetitionValidatorTests.CheckOK(comp: Competition { Description = ""**********"", EndDate = 2024-01-01T01:10:01.0000000, Id = null, Name = ""Abondus"", StartDate = 2025-01-01T01:01:01.0000000 }, expected: False)"
"","3","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTestGetAllCompetitions","","Fri Nov 21 11:36:18 UTC 2025","passed","Fri Nov 21 11:36:18 UTC 2025","","","ServicesUnitTests.ServiceTests.CompetitionServiceTests","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTestGetAllCompetitions"
