"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 26 18:25:43 GMT 2025","Fri Sep 26 18:25:43 GMT 2025","0","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 123456a }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)",""
"passed","Fri Sep 26 18:26:59 GMT 2025","Fri Sep 26 18:27:04 GMT 2025","4724","","","","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests.GrantRewardsByRank(minRank: 0, maxRank: 1)","RepositoriesTests.RepositoriesTests.GranterTests.BasicRewardGranterTests.GrantRewardsByRank(Single minRank, Single maxRank)",""
"passed","Fri Sep 26 18:25:44 GMT 2025","Fri Sep 26 18:25:44 GMT 2025","0","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 123456a }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)",""
"passed","Fri Sep 26 18:28:02 GMT 2025","Fri Sep 26 18:28:05 GMT 2025","2773","","","","RepositoriesTests.RepositoriesTests.PlayerProfileRepositoryUnitTests","RepositoriesTests.RepositoriesTests.PlayerProfileRepositoryUnitTests.GetPlayerProfile_Failure","RepositoriesTests.RepositoriesTests.PlayerProfileRepositoryUnitTests.GetPlayerProfile_Failure",""
"passed","Fri Sep 26 18:25:44 GMT 2025","Fri Sep 26 18:25:44 GMT 2025","1","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password =  }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)",""
"passed","Fri Sep 26 18:25:44 GMT 2025","Fri Sep 26 18:25:44 GMT 2025","1","","","","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(comp: AccountCreationData { Account = CompetitiveBackend.Core.Objects.Account, Password = 123a5678 }, expected: False)","ServicesUnitTests.ValidatorTests.PlayerProfileValidatorTests.CheckAccountCreation(AccountCreationData comp, Boolean expected)",""
"passed","Fri Sep 26 18:27:54 GMT 2025","Fri Sep 26 18:27:56 GMT 2025","2620","","","","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetPlayerParticipations(dt: DataLimiter { PartitionIndex = 1, Partition = 2, HasNoLimit = False, FirstIndex = 2, LastIndex = 4 }, bindPlayer: False, bindCompetition: False)","RepositoriesTests.RepositoriesTests.PlayerParticipationRepositoryTests.GetPlayerParticipations(DataLimiter dt, Boolean bindPlayer, Boolean bindCompetition)",""
"passed","Fri Sep 26 18:25:44 GMT 2025","Fri Sep 26 18:25:44 GMT 2025","3","","","","ServicesUnitTests.ServiceTests.AuthServiceTests","ServicesUnitTests.ServiceTests.AuthServiceTests.AuthService_CreateAccount_Success","ServicesUnitTests.ServiceTests.AuthServiceTests.AuthService_CreateAccount_Success",""
"passed","Fri Sep 26 18:25:43 GMT 2025","Fri Sep 26 18:25:43 GMT 2025","4","","","","ServicesUnitTests.ServiceTests.PlayerRewardServiceTests","ServicesUnitTests.ServiceTests.PlayerRewardServiceTests.PlayerRewardServiceTest_GrantRewardToPlayer_Failure","ServicesUnitTests.ServiceTests.PlayerRewardServiceTests.PlayerRewardServiceTest_GrantRewardToPlayer_Failure",""
"passed","Fri Sep 26 18:25:43 GMT 2025","Fri Sep 26 18:25:43 GMT 2025","5","","","","ServicesUnitTests.ServiceTests.CompetitionServiceTests","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTest_GetAllCompetitions","ServicesUnitTests.ServiceTests.CompetitionServiceTests.CompetitionServiceTest_GetAllCompetitions",""
